,Unnamed: 0,Date,Tweet Id,Reviews,Username,processed_reviews,compound,neg,neu,pos,Sentiment
174,181,2022-04-08 05:34:35+00:00,1.5123e+18,"  I had it to start the year, doc felt it was Omnicron. Worst of it lasted about 3 days for me. Cold like symptoms took about 2 weeks. My smelling came back in about a month. 
50mg Zinc + 500mg Magnesium + Vit D3 4 - 5k iu, lots of water, melatonin for rest. I also took echinacea.",PaPaWolf_333,i had it to start the year doc felt it was omnicron worst of it lasted about days for me cold like symptoms took about weeks my smelling came back in about a month mg zinc mg magnesium vit d k iu lots of water melatonin for rest i also took echinacea,-0.3818,0.072,0.883,0.044,Negative
175,182,2022-04-08 05:27:47+00:00,1.5123e+18," Deltacron is in nsw and without doubt it will be here .
MASK UP PEOPLE. 
A mix WITH delta , we all know delta is a BAD ASS  wuth the infectious of omnicron
That is definitely not good .
Melbourne get your booster asap and as vaccine works against delta..get vaccinated. 
MASK UP .",Gabby164674711,deltacron is in nsw and without doubt it will be here mask up people a mix with delta we all know delta is a bad ass wuth the infectious of omnicron that is definitely not good melbourne get your booster asap and as vaccine works against delta get vaccinated mask up,0.7509,0.041,0.79,0.169,Positive
176,183,2022-04-08 04:34:38+00:00,1.51229e+18,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi tối ở mỹ 07-04-2022
Nhấn vào đây để xem:

tintuc UNV UNVtinhbuoisang USNews tiengviet coronavirususa nguoiviet CoronavirusOutbreak  Omnicron OmnicronVariant WinterStorm ",AndynguyenTX,live in youtube tin t c tr c ti p bu i t i m nh n v o y xem tintuc unv unvtinhbuoisang usnews tiengviet coronavirususa nguoiviet coronavirusoutbreak omnicron omnicronvariant winterstorm,0.4939,0.0,0.906,0.094,Positive
177,184,2022-04-08 04:33:28+00:00,1.51229e+18,_21Kid I’ll be out ur front door by 430am!! Be ready! 👌🏾🫶🏾,Fallen_Cherub,kid i ll be out ur front door by am be ready,0.3612,0.0,0.815,0.185,Positive
178,185,2022-04-08 04:31:03+00:00,1.51229e+18,2024 It's already being reported in the UK as omnicron XE if I remember correctly.,thomas_wymer,it s already being reported in the uk as omnicron xe if i remember correctly,0.0,0.0,1.0,0.0,Neutral
179,186,2022-04-08 04:15:41+00:00,1.51228e+18,It’s too late to get high I need to wake up early to work out! 🫠,Fallen_Cherub,it s too late to get high i need to wake up early to work out,0.0,0.0,1.0,0.0,Neutral
180,187,2022-04-08 03:58:57+00:00,1.51228e+18,"Closing Time. Continue to Either Stay Safe or Get Vaccinated From COVID19/Omnicron. LATER Tweeters &amp; Once Again, A Very HAPPY HAPPY BIRTHDAY To the Awesomely Gorgeous Miss !!! 🎂🥳🎉🎈🌹🌺🎂🥳🎉🎈🌹🌺 ",deadcon8,closing time continue to either stay safe or get vaccinated from covid omnicron later tweeters amp once again a very happy happy birthday to the awesomely gorgeous miss,0.9357,0.041,0.583,0.377,Positive
181,190,2022-04-08 02:51:47+00:00,1.51226e+18, háblame nunca me dio omnicron y quiero saber la experiencia!!,dauxswag,h blame nunca me dio omnicron y quiero saber la experiencia,-0.34,0.194,0.806,0.0,Negative
182,191,2022-04-08 02:46:27+00:00,1.51226e+18,Cowboy Elon ,watchingthewea1,cowboy elon,0.0,0.0,1.0,0.0,Neutral
183,192,2022-04-08 02:36:37+00:00,1.51226e+18,Nope nothing is wrong with this! ,Fallen_Cherub,nope nothing is wrong with this,-0.2846,0.301,0.699,0.0,Negative
184,193,2022-04-08 02:33:01+00:00,1.51226e+18," _Dad Do you have any science based, Omnicron/BA2 relevant data to back this up?  What would be the consequences of that many people needing to get COVID in 90 days and the possible longterm outcomes. Really not a feasible plan.",sjpearce76,dad do you have any science based omnicron ba relevant data to back this up what would be the consequences of that many people needing to get covid in days and the possible longterm outcomes really not a feasible plan,0.0,0.0,1.0,0.0,Neutral
185,194,2022-04-08 02:12:36+00:00,1.51225e+18,We doin the triple sexy harmonies tn man yall not ready,TheYoungMarcus,we doin the triple sexy harmonies tn man yall not ready,0.5559,0.133,0.506,0.361,Positive
186,195,2022-04-08 02:10:24+00:00,1.51225e+18, The amount of money they would triple make if they do that!? Whew,Fallen_Cherub,the amount of money they would triple make if they do that whew,0.0,0.0,1.0,0.0,Neutral
187,196,2022-04-08 01:52:17+00:00,1.51225e+18,The Royce in front of me making me feel broke with my broke asss. ,Fallen_Cherub,the royce in front of me making me feel broke with my broke asss,-0.6808,0.318,0.682,0.0,Negative
188,197,2022-04-08 01:46:13+00:00,1.51225e+18, Lmao I’m trying to get sober. I love the numbing sensation but I’m starting feel the dependency effect of only ONE day of not taking it.,Fallen_Cherub,lmao i m trying to get sober i love the numbing sensation but i m starting feel the dependency effect of only one day of not taking it,0.5423,0.049,0.791,0.16,Positive
189,198,2022-04-08 01:40:18+00:00,1.51224e+18,"  It did not ease the on slaught on Omnicron, was double now 3x vaxxed, wore a mask and still got Covid.",GardMackay,it did not ease the on slaught on omnicron was double now x vaxxed wore a mask and still got covid,-0.2755,0.095,0.905,0.0,Negative
190,199,2022-04-08 01:39:24+00:00,1.51224e+18,"así es, yo fu a la prepa teniendo omnicron 🤭🫢🤗😱 JAHAJA DEEE NO ES CIERTO *toca madera*",Markulitobonito,as es yo fu a la prepa teniendo omnicron jahaja deee no es cierto toca madera,-0.7845,0.33,0.67,0.0,Negative
191,200,2022-04-08 01:20:38+00:00,1.51224e+18, Omnicron variant is more contagious but less fatal   let's hope it mutates into a even weaker version,IAN91359836,omnicron variant is more contagious but less fatal let s hope it mutates into a even weaker version,-0.7317,0.359,0.503,0.138,Negative
192,201,2022-04-08 01:20:32+00:00,1.51224e+18, Did anyone ask her about rapid tests’ 30 something percentage of accuracy against Omnicron vs 80 something detecting Delta?,donnelly_donna,did anyone ask her about rapid tests something percentage of accuracy against omnicron vs something detecting delta,0.0,0.0,1.0,0.0,Neutral
193,202,2022-04-08 00:45:35+00:00,1.51223e+18,"11 _avonlady  I actually had to look up MLM Hun…on Google.
Learning new things everyday!
I figured out the barb was aimed at the Omnicron denier
and not at me! 🎯",LRvoila,avonlady i actually had to look up mlm hun on google learning new things everyday i figured out the barb was aimed at the omnicron denier and not at me,-0.5994,0.149,0.851,0.0,Negative
194,203,2022-04-08 00:29:31+00:00,1.51223e+18,"2  I believe the Spanish Flu is still going around, albeit weakened (a la Omnicron), and is part of regular flu season.",SeifriedTrevor,i believe the spanish flu is still going around albeit weakened a la omnicron and is part of regular flu season,-0.7579,0.294,0.706,0.0,Negative
195,204,2022-04-08 00:27:39+00:00,1.51223e+18," 1   Nobody has told you you can't wear an N95 mask.

The end of mandates only means you aren't telling others they MUST wear a mask. And, apart from public transit, those mandates didn't even exist in most of the country during the Omnicron outbreak.",ttilley64,nobody has told you you can t wear an n mask the end of mandates only means you aren t telling others they must wear a mask and apart from public transit those mandates didn t even exist in most of the country during the omnicron outbreak,0.0,0.0,1.0,0.0,Neutral
196,205,2022-04-08 00:01:15+00:00,1.51222e+18,"11   I'd you look natural my pinned tweet, you will see they have omnicron stable on a surface for up to 8 days... 

Fecal Oral and able to live on a surface that long, yeah it makes much more sense why it's ripping through society. ",TheCovidLid,i d you look natural my pinned tweet you will see they have omnicron stable on a surface for up to days fecal oral and able to live on a surface that long yeah it makes much more sense why it s ripping through society,0.7096,0.0,0.859,0.141,Positive
197,206,2022-04-07 23:51:23+00:00,1.51222e+18,"The amazing thing about this entire ordeal?  Authorities have stated over 98% of the new cases are asymptomatic, the Omnicron variant is highly transmissible but much less dangerous. Honestly I worry more about people’s mental health at this stage. However China is not changing:",thecyrusjanssen,the amazing thing about this entire ordeal authorities have stated over of the new cases are asymptomatic the omnicron variant is highly transmissible but much less dangerous honestly i worry more about people s mental health at this stage however china is not changing,-0.3773,0.141,0.747,0.112,Negative
198,207,2022-04-07 23:49:10+00:00,1.51222e+18,"   Had 2 full doses, booster and still caught Covid in Jan.  Was at a huge event a few weeks ago in bay area, bunch of people were infected … all were vaccinated but didn’t catch omnicron during winter surge…everyone else who  was previously infected was fine, no symptoms",Hail2TheLion,had full doses booster and still caught covid in jan was at a huge event a few weeks ago in bay area bunch of people were infected all were vaccinated but didn t catch omnicron during winter surge everyone else who was previously infected was fine no symptoms,-0.7469,0.164,0.767,0.069,Negative
199,208,2022-04-07 23:31:10+00:00,1.51221e+18, A coworker of mine ( we work at the covid testing site) had it in Jan and Feb...sooo I might say BS ...   think she had Delta and then Omnicron.,BCBawnee,a coworker of mine we work at the covid testing site had it in jan and feb sooo i might say bs think she had delta and then omnicron,0.0,0.0,1.0,0.0,Neutral
200,209,2022-04-07 23:15:32+00:00,1.51221e+18," Just recovered in Tx from ""omnicron"".  Like bad LSD trip x 14 days.  LFTs now elevated.  Nothing like this...ever...Austin pharmacies refused to fill Iver mec tin script.  Took 15 days to get &amp; it HELPED",tawandaok1,just recovered in tx from omnicron like bad lsd trip x days lfts now elevated nothing like this ever austin pharmacies refused to fill iver mec tin script took days to get amp it helped,-0.4234,0.182,0.701,0.117,Negative
201,210,2022-04-07 23:13:16+00:00,1.51221e+18,_ *walks around the back and stares the door guy down*,TheYoungMarcus,walks around the back and stares the door guy down,0.0,0.0,1.0,0.0,Neutral
202,211,2022-04-07 23:12:56+00:00,1.51221e+18,"1974 Pare che per la Omnicron 2  il tampone cinese  (quello che passa per la via intestinale), sia mooolto più preciso🤔",laloanfossi,pare che per la omnicron il tampone cinese quello che passa per la via intestinale sia mooolto pi preciso,0.0,0.0,1.0,0.0,Neutral
203,212,2022-04-07 22:57:21+00:00,1.5122e+18, soon the omnicron/megatron/unicron/kim jong un/90210 variant will join with the rage virus  and the marburg virus to create the end of humanity virus. 💀💀💀,BigBrandon1976,soon the omnicron megatron unicron kim jong un variant will join with the rage virus and the marburg virus to create the end of humanity virus,-0.0772,0.117,0.744,0.139,Negative
204,213,2022-04-07 22:52:53+00:00,1.5122e+18,Good Evening Tweeters. Hope Everyone is Either Staying Safe or Getting Vaccinated From COVID19/Omnicron. How's it Going?,deadcon8,good evening tweeters hope everyone is either staying safe or getting vaccinated from covid omnicron how s it going,0.8271,0.0,0.648,0.352,Positive
205,214,2022-04-07 22:43:55+00:00,1.5122e+18,They know they are going to lose big in the mid-terms and in 2024. The purpose of taking these extreme positions now is that by 2028 these subjects will have been in the public conversation so long they'll seem less perverse. ,watchingthewea1,they know they are going to lose big in the mid terms and in the purpose of taking these extreme positions now is that by these subjects will have been in the public conversation so long they ll seem less perverse,-0.6378,0.118,0.882,0.0,Negative
206,215,2022-04-07 22:40:41+00:00,1.5122e+18,"  _libertad  I have only done a glance at the recent data, which suggests strongly, the Omnicron B2 (assuming it is the only one in NZ…) has a higher transmission amongst the vaccinated.

It can be argued that the unvaccinated aren’t self-reporting. Methodologically  relevant as WHO’s issue.",CreateInspiring,libertad i have only done a glance at the recent data which suggests strongly the omnicron b assuming it is the only one in nz has a higher transmission amongst the vaccinated it can be argued that the unvaccinated aren t self reporting methodologically relevant as who s issue,-0.1027,0.048,0.911,0.041,Negative
207,216,2022-04-07 22:38:09+00:00,1.5122e+18," Omnicron XE, também disponível nas versões diesel e elétrico. Procure seu revendedor Ford.",e_volppe,omnicron xe tamb m dispon vel nas vers es diesel e el trico procure seu revendedor ford,0.0,0.0,1.0,0.0,Neutral
208,217,2022-04-07 22:24:25+00:00,1.51219e+18,"_Bateman  Yep that’s realty.when pandemic first hit, when there were so many unknowns, when there were no vaccines. But we’re not in that reality now. We’re in Omnicron which is milder, with 90% of population vaxed. It’s endemic, at risk are the  elderly, for the rest its mostly manageable",paulaspeak2,bateman yep that s realty when pandemic first hit when there were so many unknowns when there were no vaccines but we re not in that reality now we re in omnicron which is milder with of population vaxed it s endemic at risk are the elderly for the rest its mostly manageable,-0.3919,0.076,0.895,0.029,Negative
209,218,2022-04-07 21:51:49+00:00,1.51219e+18,"68  interesting? It’s troubling. The obsession with corona viruses, dicing &amp; slicing, is it omnicron, or a cold. No maybe it’s flu, no  wait it could omnicron B2 A!!!! Obsession with every sniffle/runny nose.things we used to just live with!!! It’s pathological &amp; needs to stop.",paulaspeak2,interesting it s troubling the obsession with corona viruses dicing amp slicing is it omnicron or a cold no maybe it s flu no wait it could omnicron b a obsession with every sniffle runny nose things we used to just live with it s pathological amp needs to stop,-0.9153,0.281,0.675,0.043,Negative
210,219,2022-04-07 21:44:12+00:00,1.51218e+18," Pretty much everyone around tons of people were likely to get Omnicron. Not that it is a huge deal for most people. Freedom of choice should be the key. If they want to get 4 boosters fine. If others don't, also fine.",rehvis,pretty much everyone around tons of people were likely to get omnicron not that it is a huge deal for most people freedom of choice should be the key if they want to get boosters fine if others don t also fine,0.9166,0.0,0.708,0.292,Positive
211,220,2022-04-07 21:14:27+00:00,1.51218e+18,if one more person says omnicron instead of omicron around me…,seejohnrun,if one more person says omnicron instead of omicron around me,0.0,0.0,1.0,0.0,Neutral
212,221,2022-04-07 21:06:10+00:00,1.51217e+18, So keep yours on then. I took Logan to raps game on Sunday &amp; he wore N95 as I don't want him to miss more school but fact remains that anything less than a N95 will not prevent omnicron varnts from spreading &amp; even that is ?abl. Our mask mandate that allowed any cloth was useless,jestiny,so keep yours on then i took logan to raps game on sunday amp he wore n as i don t want him to miss more school but fact remains that anything less than a n will not prevent omnicron varnts from spreading amp even that is abl our mask mandate that allowed any cloth was useless,-0.6074,0.101,0.88,0.019,Negative
213,222,2022-04-07 20:47:49+00:00,1.51217e+18,How good i perform at Hotel Vegas always depends on if i can beat this one lady at pool at this bar across the street. Shes always there. I always win.,TheYoungMarcus,how good i perform at hotel vegas always depends on if i can beat this one lady at pool at this bar across the street shes always there i always win,0.7717,0.0,0.812,0.188,Positive
214,223,2022-04-07 20:34:44+00:00,1.51217e+18, BREAKING :  DELTACRON has hit Sydney. A combination of Delta and Omnicron strains of COVID. Source :  5.00 am Channel Nine News. TheRealPHIL PHILforPM TheRealPM DrPHILofEmpathy PHILforRiverina DeptOfInhumaneServices PHIL PHIL,PhilipJohnBrow2,breaking deltacron has hit sydney a combination of delta and omnicron strains of covid source am channel nine news therealphil philforpm therealpm drphilofempathy philforriverina deptofinhumaneservices phil phil,-0.296,0.078,0.922,0.0,Negative
215,224,2022-04-07 20:29:42+00:00,1.51217e+18,_daniel   Reminder because someone is a billionaire  doesn't mean it's the source of your problems,Hsjs85490290,daniel reminder because someone is a billionaire doesn t mean it s the source of your problems,-0.4019,0.144,0.856,0.0,Negative
216,225,2022-04-07 20:23:06+00:00,1.51216e+18,Tonight at Hotel Calivegas! Terrence(Guitar for Indoor Creature) has his own band now called Soul Sipper come see :)) ,TheYoungMarcus,tonight at hotel calivegas terrence guitar for indoor creature has his own band now called soul sipper come see,0.0,0.0,1.0,0.0,Neutral
217,226,2022-04-07 20:12:12+00:00,1.51216e+18,   Surgical masks are widely available and provide actual protection. Covering your face with a balaclava or keffiyeh doesn't prevent the spread of omnicron,strikerglows,surgical masks are widely available and provide actual protection covering your face with a balaclava or keffiyeh doesn t prevent the spread of omnicron,0.0258,0.0,0.954,0.046,Neutral
218,227,2022-04-07 19:48:59+00:00,1.51216e+18,"55070329 It's Omnicron, sadly, she'll be fine! (Not so the country!)",arealmermaid2,it s omnicron sadly she ll be fine not so the country,-0.25,0.192,0.685,0.123,Negative
219,228,2022-04-07 19:43:53+00:00,1.51215e+18,So this is what sober feels like again. 🥴I need to get high tonight!,Fallen_Cherub,so this is what sober feels like again i need to get high tonight,0.3612,0.0,0.839,0.161,Positive
220,229,2022-04-07 19:43:25+00:00,1.51215e+18,Is it Saturday yet?,Fallen_Cherub,is it saturday yet,0.0,0.0,1.0,0.0,Neutral
221,230,2022-04-07 19:40:43+00:00,1.51215e+18,_arthur Bruce stop with your bullshit tweets..they're soo annoying! U think u have all the answers but u don't..omnicron is a joke ..I kno cuz I have it right now and unvaxxed! I've had worse flues in my lifetime..cut the sh**,AdamBrimner,arthur bruce stop with your bullshit tweets they re soo annoying u think u have all the answers but u don t omnicron is a joke i kno cuz i have it right now and unvaxxed i ve had worse flues in my lifetime cut the sh,-0.8338,0.224,0.726,0.05,Negative
222,231,2022-04-07 19:13:00+00:00,1.51215e+18," 13  Diese jetzige Welle hat eine Mortalität von 0,5%, vor der Impfung/Omnicron waren es 2%.

Man kann nicht genau sagen was dazu geführt hat das es nur noch 0,5% sind, aber bei 15 Mio neuifektiuonen kann man nicht so tun als wäre das Virus belanglos.",Lyve66074783,diese jetzige welle hat eine mortalit t von vor der impfung omnicron waren es man kann nicht genau sagen was dazu gef hrt hat das es nur noch sind aber bei mio neuifektiuonen kann man nicht so tun als w re das virus belanglos,0.0,0.0,1.0,0.0,Neutral
223,232,2022-04-07 19:06:47+00:00,1.51214e+18,"Someone is upset that  voted his conscience, rather than his skin color. ",watchingthewea1,someone is upset that voted his conscience rather than his skin color,-0.3818,0.191,0.809,0.0,Negative
224,233,2022-04-07 18:47:29+00:00,1.51214e+18, Omnicron,sheisavirgo25,omnicron,0.0,0.0,1.0,0.0,Neutral
225,234,2022-04-07 18:43:38+00:00,1.51214e+18,_blue8  Masks are like a chain link fence to keep out mosquitos.  Highly populated areas are dense and use public transportation.  The vaccine has been useless for prevention of omnicron strand.,Ess44362020,blue masks are like a chain link fence to keep out mosquitos highly populated areas are dense and use public transportation the vaccine has been useless for prevention of omnicron strand,-0.0772,0.082,0.845,0.073,Negative
226,235,2022-04-07 18:00:10+00:00,1.51213e+18,Ha ,TheYoungMarcus,ha,0.34,0.0,0.0,1.0,Positive
227,236,2022-04-07 17:45:15+00:00,1.51212e+18,For months i referred to omicron as “omnicron”,guccimoccasins,for months i referred to omicron as omnicron,0.0,0.0,1.0,0.0,Neutral
228,237,2022-04-07 17:41:20+00:00,1.51212e+18,"BA2 nyt april7_22
.
New omnicron wave looms as subvariant BA.2 takes off
  



.
The nytimes dailynews in three words or less minimalist textart ",NYTimesRedux,ba nyt april new omnicron wave looms as subvariant ba takes off the nytimes dailynews in three words or less minimalist textart,-0.1531,0.071,0.929,0.0,Negative
229,238,2022-04-07 17:37:10+00:00,1.51212e+18,I feel like omnicron,Rld_3,i feel like omnicron,0.3612,0.0,0.545,0.455,Positive
230,239,2022-04-07 17:22:24+00:00,1.51212e+18, Omnicron tödlich. Ich schmeiß mich weg,Zico2608,omnicron t dlich ich schmei mich weg,0.0,0.0,1.0,0.0,Neutral
231,240,2022-04-07 16:47:00+00:00,1.51211e+18,71 It can probably wipe out your natural immunity from omnicron so you can prolong the pandemic and keep this charade going.,hbbg,it can probably wipe out your natural immunity from omnicron so you can prolong the pandemic and keep this charade going,0.3612,0.0,0.889,0.111,Positive
232,241,2022-04-07 16:10:43+00:00,1.5121e+18,"_wewon No and leery! I was good with the first round and the booster but for some reason, just not feeling okay about a 4th bc it’s not addressing the Omnicron strain- idk 🤷🏼‍♀️…sitting on the fence about it for some reason!",UgraYogagirl,wewon no and leery i was good with the first round and the booster but for some reason just not feeling okay about a th bc it s not addressing the omnicron strain idk sitting on the fence about it for some reason,-0.4774,0.171,0.787,0.041,Negative
233,242,2022-04-07 15:58:43+00:00,1.5121e+18,"  Hi Diana! I don't understand Paxlovid. I got Omnicron and didn't get anything to help me get over it. Didn't even tell my doctor I was +. Should I have? I'm confused. Guess I'm lucky, all I needed was some throat lozenges, hot tea, thermometer, hot water bottle and some Tylenol.",caichka,hi diana i don t understand paxlovid i got omnicron and didn t get anything to help me get over it didn t even tell my doctor i was should i have i m confused guess i m lucky all i needed was some throat lozenges hot tea thermometer hot water bottle and some tylenol,0.4939,0.038,0.87,0.092,Positive
234,243,2022-04-07 15:52:53+00:00,1.5121e+18,Oh omnicron! merrychristmas happynewyear2021 singersoftiktok ohchristmastree ,kimmanningmusic,oh omnicron merrychristmas happynewyear singersoftiktok ohchristmastree,0.0,0.0,1.0,0.0,Neutral
235,244,2022-04-07 15:50:17+00:00,1.5121e+18,3llSh0Ck__ _262 __ 24 First if u had Covid you have natural immunity. It’s far better than any vaccine. Second the “booster” or any vaccine doesn’t help with the current Covid strain which is Omnicron. The virus has evolved our meds have not.,deemsharma,llsh ck first if u had covid you have natural immunity it s far better than any vaccine second the booster or any vaccine doesn t help with the current covid strain which is omnicron the virus has evolved our meds have not,0.7845,0.025,0.807,0.168,Positive
236,245,2022-04-07 15:49:30+00:00,1.5121e+18, *insert megamind meme saying “Gender Norm Bathrooms?” *,TheYoungMarcus,insert megamind meme saying gender norm bathrooms,0.0,0.0,1.0,0.0,Neutral
237,246,2022-04-07 15:41:39+00:00,1.51209e+18,3 Hopefully its just the omnicron variant which is manageable. Stay hydrated. Thats important. Sending you healing vibes.,NumickRider,hopefully its just the omnicron variant which is manageable stay hydrated thats important sending you healing vibes,0.5423,0.0,0.769,0.231,Positive
238,247,2022-04-07 15:37:45+00:00,1.51209e+18,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi sáng ở mỹ 07-04-2022
Nhấn vào đây để xem:
tintuc UNV UNVtinhbuoisang USNews tiengviet coronavirususa nguoiviet CoronavirusOutbreak  wildfire Omnicron OmnicronVariant WinterStorm ",AndynguyenTX,live in youtube tin t c tr c ti p bu i s ng m nh n v o y xem tintuc unv unvtinhbuoisang usnews tiengviet coronavirususa nguoiviet coronavirusoutbreak wildfire omnicron omnicronvariant winterstorm,0.4939,0.0,0.909,0.091,Positive
239,248,2022-04-07 15:16:52+00:00,1.51209e+18,"11 I hope you get well soon, I was sick some days in Omnicron or something but I wasnt so bad some headache and I drank earl grey with bergamotte. I ate citrus or bergamotte also, its good for flue.",MaKza,i hope you get well soon i was sick some days in omnicron or something but i wasnt so bad some headache and i drank earl grey with bergamotte i ate citrus or bergamotte also its good for flue,0.8854,0.044,0.678,0.278,Positive
240,249,2022-04-07 15:14:42+00:00,1.51209e+18,"Can one ""taint"" an already rock-bottom reputation? ",watchingthewea1,can one taint an already rock bottom reputation,0.0,0.0,1.0,0.0,Neutral
241,250,2022-04-07 14:58:28+00:00,1.51208e+18,Thinking ab how i got kicked out of Native Hostel for going to the women’s restroom bc the mens was literally flooding lol a white girl snitched on me bc i flicked her off too tho.,TheYoungMarcus,thinking ab how i got kicked out of native hostel for going to the women s restroom bc the mens was literally flooding lol a white girl snitched on me bc i flicked her off too tho,0.4215,0.0,0.928,0.072,Positive
242,251,2022-04-07 14:34:06+00:00,1.51208e+18,Crunchyroll bought and mixed catalogs with Funimation and y’all still watching Netflix anime huh.,TheYoungMarcus,crunchyroll bought and mixed catalogs with funimation and y all still watching netflix anime huh,0.0,0.0,1.0,0.0,Neutral
243,252,2022-04-07 14:33:45+00:00,1.51208e+18,"1 And that's after a few months of Omnicron. What damage will it (in all its variants) do over the next year, or until the next major variant hits?

Perhaps HMG would rather see high levels of death, disablement and disruption than actually do something about it.",ClarissaOakes1,and that s after a few months of omnicron what damage will it in all its variants do over the next year or until the next major variant hits perhaps hmg would rather see high levels of death disablement and disruption than actually do something about it,-0.8625,0.179,0.821,0.0,Negative
244,253,2022-04-07 14:31:05+00:00,1.51208e+18,_97 Still COVID restrictions in Canada? We are now a month back to “normal”. Omnicron is a flu. Not much people needs to go to hospital anymore. Of 17 million 1800 hospital 160 intensive care,corfaceoffnl,still covid restrictions in canada we are now a month back to normal omnicron is a flu not much people needs to go to hospital anymore of million hospital intensive care,0.1531,0.075,0.833,0.092,Positive
245,254,2022-04-07 14:20:15+00:00,1.51207e+18,777   Perhaps you need to understand Omnicron and BA.2 are not variants from Wuhan. Do you read anything outside of the narrative? Good lord!,whenthelightsg4,perhaps you need to understand omnicron and ba are not variants from wuhan do you read anything outside of the narrative good lord,0.4404,0.0,0.884,0.116,Positive
246,255,2022-04-07 14:19:45+00:00,1.51207e+18," _socke _Lauterbach  _lindner Dank Omnicron und dem Fakt das man mit 3 Impfungen nur noch einen Grippeähnlichen Verlauf hat is die Pandemie nun erstmal endgültig vorbei, das ganze weiter aufrecht zu erhalten wäre halt einfach nur noch Schwachsinn.",Keichi,socke lauterbach lindner dank omnicron und dem fakt das man mit impfungen nur noch einen grippe hnlichen verlauf hat is die pandemie nun erstmal endg ltig vorbei das ganze weiter aufrecht zu erhalten w re halt einfach nur noch schwachsinn,-0.5994,0.091,0.909,0.0,Negative
247,256,2022-04-07 14:17:54+00:00,1.51207e+18,Is it Friday yet?,Fallen_Cherub,is it friday yet,0.0,0.0,1.0,0.0,Neutral
248,257,2022-04-07 14:09:26+00:00,1.51207e+18," rücktrittdahmen RuecktrittLauterbach  treten sie zurück! Sie hetzter! Sie als Arzt, wissen wie viele Nebenwirkungen diese Impfung hat. Sie als Arzt, wissen wie die Impfung auf Omnicron wirkt (nämlich gar nicht) und befürworten diese. Sie haben sich schön blamiert.",Patri902Crypto,r cktrittdahmen ruecktrittlauterbach treten sie zur ck sie hetzter sie als arzt wissen wie viele nebenwirkungen diese impfung hat sie als arzt wissen wie die impfung auf omnicron wirkt n mlich gar nicht und bef rworten diese sie haben sich sch n blamiert,-0.5994,0.085,0.915,0.0,Negative
249,258,2022-04-07 14:08:14+00:00,1.51207e+18,_Mum Lies indeed…. I got omnicron recently as an unvaxxed 🤣,titusrider,mum lies indeed i got omnicron recently as an unvaxxed,-0.4215,0.237,0.763,0.0,Negative
250,259,2022-04-07 12:58:17+00:00,1.51205e+18,Not my phone autocorrecting Omnicron to Omnivore 🌱,Sofia__cg,not my phone autocorrecting omnicron to omnivore,0.0,0.0,1.0,0.0,Neutral
251,260,2022-04-07 12:55:01+00:00,1.51205e+18,I woke up with a sore throat and feel like shit. What're my odds of it being omnicron?,Liberal_Umbreon,i woke up with a sore throat and feel like shit what re my odds of it being omnicron,-0.5574,0.248,0.65,0.102,Negative
252,261,2022-04-07 12:28:51+00:00,1.51204e+18," _Lauterbach Ist so meine Eltern und Brüder alle hatten Sie Omnicron, und die sind Felsenfest der Meinung, nur durch die Impfe und Booster haben die überlebt.",Deichi72,lauterbach ist so meine eltern und br der alle hatten sie omnicron und die sind felsenfest der meinung nur durch die impfe und booster haben die berlebt,-0.9136,0.328,0.672,0.0,Negative
253,262,2022-04-07 12:18:27+00:00,1.51204e+18,Varian Omnicron XE pulak .,syed_hamadi1,varian omnicron xe pulak,0.0,0.0,1.0,0.0,Neutral
254,263,2022-04-07 12:04:50+00:00,1.51204e+18,88 This happened at my work during omnicron,R2G81,this happened at my work during omnicron,0.0,0.0,1.0,0.0,Neutral
255,264,2022-04-07 12:00:00+00:00,1.51204e+18,"Experts are tracking BA.2, an Omnicron subvariant.

Click the link to learn more - ",AARPPA,experts are tracking ba an omnicron subvariant click the link to learn more,0.0,0.0,1.0,0.0,Neutral
256,265,2022-04-07 11:45:55+00:00,1.51203e+18,"_2   With Omnicron, when we knew it was 10, the CDC said it was 5. Use discretion because employers wanted them back. Schools wanted kids back. This was never about learning or doing better or spread. It’s just go back to before. That’s how they deal with the trauma and denial.",SKAV4T,with omnicron when we knew it was the cdc said it was use discretion because employers wanted them back schools wanted kids back this was never about learning or doing better or spread it s just go back to before that s how they deal with the trauma and denial,0.0258,0.052,0.894,0.054,Neutral
257,266,2022-04-07 11:45:17+00:00,1.51203e+18,"   Speeding is a fineable offence... 

reporting your 8 yr old son (for example) having Omnicron is wildly different, as that’s very obvious!!",Kittykitano,speeding is a fineable offence reporting your yr old son for example having omnicron is wildly different as that s very obvious,-0.296,0.095,0.905,0.0,Negative
258,267,2022-04-07 11:21:49+00:00,1.51203e+18,20102 Ojo ,soylacanallare1,ojo,0.0,0.0,1.0,0.0,Neutral
259,268,2022-04-07 11:17:06+00:00,1.51203e+18,"1982 _Periodico  Jajajaja pero era tu mera jefa y te echo a la mierda. Sufre cerote, sufre!!!",soylacanallare1,periodico jajajaja pero era tu mera jefa y te echo a la mierda sufre cerote sufre,0.0,0.0,1.0,0.0,Neutral
